LSOA Code,Major Category,April_c,Aug_c,March_c,May_c,Nov_c
E01032512,Drug Offences,0,2,4,3,3
E01032512,Miscellaneous Crimes Against Society,0,2,0,0,0
E01032512,Possession of Weapons,-1,0,-2,1,0
E01032512,Public Order Offences,1,4,1,-7,1
E01032512,Robbery,0,2,3,-4,-2
E01032512,Theft,3,3,1,-4,-4
E01032512,Vehicle Offences,-1,-5,-2,1,1
E01032512,Violence Against the Person,5,1,-1,5,-3
E01032513,Arson and Criminal Damage,1,-1,1,0,0
E01032513,Burglary,1,-1,-2,-2,3
E01032513,Drug Offences,0,-5,0,1,0
E01032513,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032513,Possession of Weapons,0,0,0,0,0
E01032513,Public Order Offences,0,-1,-1,2,0
E01032513,Robbery,2,0,-1,-3,0
E01032513,Theft,-2,-3,1,0,0
E01032513,Vehicle Offences,-1,0,1,-2,1
E01032513,Violence Against the Person,-4,0,0,2,1
E01032562,Arson and Criminal Damage,-1,0,0,0,1
E01032562,Burglary,0,1,-1,1,1
E01032562,Drug Offences,0,1,0,1,-1
E01032562,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032562,Public Order Offences,-1,0,1,-2,1
E01032562,Robbery,0,2,0,-2,0
E01032562,Theft,0,0,-1,3,0
E01032562,Vehicle Offences,3,-1,4,0,-1
E01032562,Violence Against the Person,-4,-3,0,0,2
E01032563,Arson and Criminal Damage,0,2,1,-2,1
E01032563,Burglary,0,0,-2,0,-1
E01032563,Drug Offences,0,1,0,0,0
E01032563,Miscellaneous Crimes Against Society,0,1,1,-1,0
E01032563,Public Order Offences,-1,0,0,0,0
E01032563,Robbery,0,0,0,0,0
E01032563,Theft,-1,0,0,1,0
E01032563,Vehicle Offences,1,-2,3,-6,-2
E01032563,Violence Against the Person,1,1,1,-1,2
E01032564,Arson and Criminal Damage,-2,0,0,-4,-2
E01032564,Burglary,-1,0,0,0,0
E01032564,Drug Offences,-1,0,0,0,-1
E01032564,Miscellaneous Crimes Against Society,0,0,0,1,0
E01032564,Possession of Weapons,0,0,0,1,0
E01032564,Public Order Offences,0,2,0,-2,0
E01032564,Robbery,-1,0,-1,0,0
E01032564,Theft,4,-1,0,0,2
E01032564,Vehicle Offences,0,-5,2,3,3
E01032564,Violence Against the Person,3,-4,-1,-2,1
E01032565,Arson and Criminal Damage,0,3,0,0,-1
E01032565,Burglary,-4,1,0,0,2
E01032565,Drug Offences,0,0,-1,2,1
E01032565,Miscellaneous Crimes Against Society,0,1,0,0,0
E01032565,Possession of Weapons,0,0,0,0,0
E01032565,Public Order Offences,1,4,0,1,0
E01032565,Robbery,0,0,0,0,-1
E01032565,Theft,1,-2,-1,1,0
E01032565,Vehicle Offences,3,1,1,-4,3
E01032565,Violence Against the Person,-2,3,2,0,-5
E01032566,Arson and Criminal Damage,-3,1,2,1,-1
E01032566,Burglary,-2,0,0,-2,2
E01032566,Drug Offences,1,2,-2,0,0
E01032566,Miscellaneous Crimes Against Society,0,-1,1,0,0
E01032566,Possession of Weapons,0,-1,-1,0,0
E01032566,Public Order Offences,-1,-3,-1,1,0
E01032566,Robbery,0,0,0,2,-2
E01032566,Theft,1,0,0,-2,-1
E01032566,Vehicle Offences,-3,-2,-1,-3,0
E01032566,Violence Against the Person,-2,-1,0,3,1
E01032567,Arson and Criminal Damage,1,0,2,0,-1
E01032567,Burglary,-1,1,2,-4,0
E01032567,Drug Offences,0,1,0,-1,0
E01032567,Miscellaneous Crimes Against Society,0,0,0,0,1
E01032567,Possession of Weapons,1,0,0,0,0
E01032567,Public Order Offences,1,0,3,3,0
E01032567,Robbery,0,0,0,0,0
E01032567,Theft,1,0,0,1,-2
E01032567,Vehicle Offences,0,0,2,1,0
E01032567,Violence Against the Person,0,7,4,1,1
E01032568,Arson and Criminal Damage,0,-2,2,0,0
E01032568,Burglary,-3,-2,0,-3,-1
E01032568,Drug Offences,1,1,-1,1,0
E01032568,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032568,Public Order Offences,0,-2,0,0,0
E01032568,Robbery,0,0,0,1,0
E01032568,Theft,-6,-7,-1,-8,3
E01032568,Vehicle Offences,-2,1,1,-1,-4
E01032568,Violence Against the Person,3,-3,2,1,-3
E01032569,Arson and Criminal Damage,2,3,-1,1,0
E01032569,Burglary,0,0,1,-1,0
E01032569,Drug Offences,-1,-1,-1,0,0
E01032569,Miscellaneous Crimes Against Society,0,-1,1,0,-1
E01032569,Possession of Weapons,-1,0,0,0,0
E01032569,Public Order Offences,0,2,1,0,1
E01032569,Robbery,0,-2,0,0,-1
E01032569,Theft,1,1,1,0,-2
E01032569,Vehicle Offences,1,1,0,1,2
E01032569,Violence Against the Person,-2,4,-1,-9,4
E01032570,Arson and Criminal Damage,2,-2,0,-3,-3
E01032570,Burglary,0,-1,-1,-1,0
E01032570,Drug Offences,1,0,-2,0,0
E01032570,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032570,Possession of Weapons,1,0,0,0,0
E01032570,Public Order Offences,0,1,1,3,3
E01032570,Robbery,0,0,0,0,0
E01032570,Theft,-7,-7,-1,-1,3
E01032570,Vehicle Offences,0,-2,-1,2,2
E01032570,Violence Against the Person,4,2,-3,1,1
E01032572,Arson and Criminal Damage,-1,0,0,-1,1
E01032572,Burglary,0,0,1,-1,2
E01032572,Drug Offences,3,1,0,0,0
E01032572,Miscellaneous Crimes Against Society,0,1,0,0,2
E01032572,Possession of Weapons,0,0,0,0,0
E01032572,Public Order Offences,1,1,-1,1,0
E01032572,Robbery,0,1,-2,0,3
E01032572,Theft,0,0,1,-4,4
E01032572,Vehicle Offences,-4,-2,-10,-1,-3
E01032572,Violence Against the Person,0,1,1,0,4
E01032573,Arson and Criminal Damage,1,1,3,-1,3
E01032573,Burglary,-1,-2,0,-3,3
E01032573,Drug Offences,-1,1,3,1,3
E01032573,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01032573,Possession of Weapons,0,0,0,1,-1
E01032573,Public Order Offences,0,-2,3,0,-1
E01032573,Robbery,0,-1,1,0,1
E01032573,Theft,-7,2,-1,-15,-9
E01032573,Vehicle Offences,-8,3,-3,-5,7
E01032573,Violence Against the Person,-3,2,-4,3,2
E01032574,Arson and Criminal Damage,-3,1,-2,-1,-3
E01032574,Burglary,-2,0,-1,-2,-1
E01032574,Drug Offences,2,-3,-3,2,1
E01032574,Miscellaneous Crimes Against Society,0,1,-1,0,-1
E01032574,Possession of Weapons,-1,-1,0,1,-1
E01032574,Public Order Offences,-3,3,-1,-2,-2
E01032574,Robbery,0,1,0,-1,1
E01032574,Theft,5,-6,-6,-7,-2
E01032574,Vehicle Offences,-2,6,-7,-1,-2
E01032574,Violence Against the Person,-4,4,-8,7,0
E01032575,Arson and Criminal Damage,8,-2,0,7,1
E01032575,Burglary,1,1,-6,1,-2
E01032575,Drug Offences,3,0,-1,1,-3
E01032575,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032575,Possession of Weapons,-1,1,0,0,0
E01032575,Public Order Offences,0,-1,1,-1,0
E01032575,Robbery,0,0,1,-1,0
E01032575,Theft,0,5,0,-1,3
E01032575,Vehicle Offences,2,8,-9,-2,-1
E01032575,Violence Against the Person,4,-5,-3,5,8
E01032576,Arson and Criminal Damage,1,3,-1,0,0
E01032576,Burglary,-2,1,0,-1,0
E01032576,Drug Offences,-1,0,1,0,0
E01032576,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032576,Public Order Offences,0,-1,0,0,0
E01032576,Theft,0,0,-1,1,0
E01032576,Vehicle Offences,0,0,12,0,-1
E01032576,Violence Against the Person,-1,4,3,1,1
E01032577,Arson and Criminal Damage,0,0,-3,-3,-1
E01032577,Burglary,0,0,-2,0,-2
E01032577,Drug Offences,0,1,-2,0,0
E01032577,Possession of Weapons,1,0,0,0,0
E01032577,Public Order Offences,2,0,0,1,0
E01032577,Theft,0,2,-2,0,0
E01032577,Vehicle Offences,-5,-2,-1,-2,2
E01032577,Violence Against the Person,0,5,-3,7,3
E01032579,Arson and Criminal Damage,-1,0,2,-1,0
E01032579,Burglary,0,-1,1,2,1
E01032579,Drug Offences,1,-3,-5,1,-1
E01032579,Miscellaneous Crimes Against Society,0,-1,0,1,2
E01032579,Possession of Weapons,1,0,1,0,0
E01032579,Public Order Offences,0,0,-1,-3,-6
E01032579,Robbery,0,-1,0,-1,-1
E01032579,Theft,-4,-2,-1,-8,-4
E01032579,Vehicle Offences,-2,-4,1,-3,6
E01032579,Violence Against the Person,0,-11,3,2,2
E01032580,Arson and Criminal Damage,-1,-1,-1,-1,0
E01032580,Burglary,-3,-1,-2,0,3
E01032580,Drug Offences,0,0,0,1,0
E01032580,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01032580,Possession of Weapons,0,0,0,-1,0
E01032580,Public Order Offences,1,1,-2,0,0
E01032580,Robbery,-2,0,-1,0,-1
E01032580,Theft,1,-4,1,-1,-3
E01032580,Vehicle Offences,2,2,1,2,-1
E01032580,Violence Against the Person,3,2,-1,-6,0
E01032581,Arson and Criminal Damage,1,1,0,-2,1
E01032581,Burglary,0,-1,-1,-2,0
E01032581,Drug Offences,-1,0,-1,2,1
E01032581,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01032581,Possession of Weapons,0,0,0,0,0
E01032581,Public Order Offences,0,2,-1,-3,1
E01032581,Robbery,-1,-2,1,-1,-1
E01032581,Theft,1,-2,-1,2,3
E01032581,Vehicle Offences,2,0,2,-3,1
E01032581,Violence Against the Person,-2,4,3,1,2
E01032582,Arson and Criminal Damage,-4,3,-2,-1,6
E01032582,Burglary,-5,0,0,-3,-3
E01032582,Drug Offences,-1,0,-1,-1,8
E01032582,Miscellaneous Crimes Against Society,0,-1,-1,-1,0
E01032582,Possession of Weapons,-1,-1,-1,-1,-1
E01032582,Public Order Offences,1,-4,1,-4,2
E01032582,Robbery,-3,23,8,-7,4
E01032582,Theft,-86,-31,-9,-66,-46
E01032582,Vehicle Offences,-4,2,-1,1,-1
E01032582,Violence Against the Person,-7,4,-15,-9,-5
E01032583,Arson and Criminal Damage,0,0,-2,2,-2
E01032583,Burglary,1,-1,-5,-2,-1
E01032583,Drug Offences,-4,0,3,-2,-5
E01032583,Miscellaneous Crimes Against Society,0,0,0,1,1
E01032583,Possession of Weapons,-1,0,0,-1,1
E01032583,Public Order Offences,0,1,3,2,-2
E01032583,Robbery,-2,1,-2,-3,3
E01032583,Theft,-6,-1,-2,-14,-8
E01032583,Vehicle Offences,-1,-1,-3,0,1
E01032583,Violence Against the Person,-2,5,-4,-2,1
E01032584,Arson and Criminal Damage,0,-3,-3,0,0
E01032584,Burglary,1,-1,0,-1,1
E01032584,Drug Offences,1,-1,-1,-1,0
E01032584,Miscellaneous Crimes Against Society,0,0,0,1,0
E01032584,Possession of Weapons,0,0,-1,0,2
E01032584,Public Order Offences,1,-1,0,-1,1
E01032584,Robbery,0,-3,0,0,-3
E01032584,Theft,-9,2,1,-1,-4
E01032584,Vehicle Offences,-2,-5,-1,-5,-1
E01032584,Violence Against the Person,0,0,0,0,2
E01032623,Arson and Criminal Damage,-1,-1,1,0,0
E01032623,Burglary,-5,-1,-1,-1,-2
E01032623,Drug Offences,2,0,0,1,0
E01032623,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032623,Possession of Weapons,0,0,0,0,0
E01032623,Public Order Offences,0,0,0,0,0
E01032623,Robbery,0,0,0,1,0
E01032623,Theft,0,0,0,0,0
E01032623,Vehicle Offences,1,1,-2,-1,4
E01032623,Violence Against the Person,0,2,0,1,1
E01032637,Arson and Criminal Damage,0,0,-1,0,0
E01032637,Burglary,-1,1,-1,-1,0
E01032637,Miscellaneous Crimes Against Society,-1,0,0,-1,0
E01032637,Possession of Weapons,0,0,0,0,0
E01032637,Public Order Offences,-1,0,-1,0,2
E01032637,Robbery,0,0,0,1,-1
E01032637,Theft,-3,1,1,-3,1
E01032637,Vehicle Offences,-2,1,0,-3,0
E01032637,Violence Against the Person,-1,-1,-1,-4,2
E01032638,Arson and Criminal Damage,-1,-1,0,1,0
E01032638,Burglary,0,-3,-1,2,-2
E01032638,Drug Offences,0,0,0,0,0
E01032638,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01032638,Public Order Offences,1,1,1,0,0
E01032638,Robbery,0,0,0,0,-1
E01032638,Theft,0,0,0,-1,0
E01032638,Vehicle Offences,0,0,-1,-3,0
E01032638,Violence Against the Person,0,0,-6,2,1
E01032639,Arson and Criminal Damage,1,1,-4,-2,-1
E01032639,Burglary,-1,1,-6,-2,4
E01032639,Drug Offences,-3,-1,-4,2,-2
E01032639,Miscellaneous Crimes Against Society,-2,0,-1,1,-1
E01032639,Possession of Weapons,-2,0,0,1,0
E01032639,Public Order Offences,3,5,2,-2,4
E01032639,Robbery,0,0,3,0,-5
E01032639,Theft,0,-7,-2,-4,-8
E01032639,Vehicle Offences,-1,-1,-2,0,0
E01032639,Violence Against the Person,-1,10,-3,-11,1
E01032640,Arson and Criminal Damage,-1,-1,-1,0,0
E01032640,Burglary,1,0,0,0,-1
E01032640,Drug Offences,0,2,1,1,2
E01032640,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01032640,Possession of Weapons,0,0,0,0,1
E01032640,Public Order Offences,0,2,-1,0,0
E01032640,Robbery,0,2,-1,-3,-2
E01032640,Theft,-18,-12,-12,-24,-7
E01032640,Vehicle Offences,-1,0,0,1,2
E01032640,Violence Against the Person,-1,-2,-2,-1,0
E01032646,Arson and Criminal Damage,0,-2,0,0,-1
E01032646,Burglary,2,-11,-3,1,-3
E01032646,Drug Offences,0,1,0,3,0
E01032646,Miscellaneous Crimes Against Society,0,1,0,0,0
E01032646,Possession of Weapons,0,0,0,0,0
E01032646,Public Order Offences,-1,-1,1,-1,0
E01032646,Robbery,-2,-3,-1,-2,-1
E01032646,Theft,-18,-11,-9,-22,-13
E01032646,Vehicle Offences,-1,0,0,-1,0
E01032646,Violence Against the Person,-4,-4,-1,0,-2
E01032719,Arson and Criminal Damage,3,0,-2,0,1
E01032719,Burglary,-2,1,-3,0,-2
E01032719,Drug Offences,1,2,-3,0,1
E01032719,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032719,Possession of Weapons,1,0,0,0,-1
E01032719,Public Order Offences,1,0,-2,-1,1
E01032719,Robbery,-4,0,0,-1,1
E01032719,Theft,-5,4,-8,1,-4
E01032719,Vehicle Offences,0,0,-3,1,1
E01032719,Violence Against the Person,4,4,-6,1,0
E01032720,Arson and Criminal Damage,3,0,0,2,-3
E01032720,Burglary,-1,2,-2,-1,0
E01032720,Drug Offences,-21,-19,-13,-13,-8
E01032720,Miscellaneous Crimes Against Society,0,1,0,1,0
E01032720,Possession of Weapons,0,1,0,0,0
E01032720,Public Order Offences,-2,0,4,-5,-1
E01032720,Robbery,-6,-2,-4,1,-4
E01032720,Theft,-15,21,-5,-8,-9
E01032720,Vehicle Offences,0,-2,1,1,6
E01032720,Violence Against the Person,3,-1,2,1,-18
E01032722,Arson and Criminal Damage,-1,-2,-1,-3,2
E01032722,Burglary,0,-1,1,1,2
E01032722,Drug Offences,2,2,-4,2,-2
E01032722,Miscellaneous Crimes Against Society,0,0,-1,-2,0
E01032722,Possession of Weapons,1,1,-1,0,-2
E01032722,Public Order Offences,1,0,-3,-1,1
E01032722,Robbery,-1,0,1,0,-1
E01032722,Theft,-6,1,-13,-5,4
E01032722,Vehicle Offences,-3,3,-3,2,3
E01032722,Violence Against the Person,-9,8,0,4,0
E01032741,Arson and Criminal Damage,-1,0,-1,-7,0
E01032741,Burglary,-2,-7,0,-1,-2
E01032741,Drug Offences,3,0,4,0,-1
E01032741,Miscellaneous Crimes Against Society,-1,-1,0,0,0
E01032741,Possession of Weapons,-1,0,0,0,0
E01032741,Public Order Offences,-2,2,-5,-9,-6
E01032741,Robbery,-8,-5,-9,-4,-3
E01032741,Theft,-48,5,-14,-72,-51
E01032741,Vehicle Offences,0,1,0,0,4
E01032741,Violence Against the Person,-5,-10,12,-9,-9
E01032742,Arson and Criminal Damage,0,-1,0,-2,-1
E01032742,Burglary,-1,0,1,0,0
E01032742,Drug Offences,1,-1,-1,0,-2
E01032742,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01032742,Possession of Weapons,0,0,-2,0,0
E01032742,Public Order Offences,0,2,1,0,-4
E01032742,Robbery,0,-3,-4,-2,-1
E01032742,Theft,-7,7,3,7,-10
E01032742,Vehicle Offences,-1,2,1,2,1
E01032742,Violence Against the Person,1,-3,3,-4,-2
E01032743,Arson and Criminal Damage,-3,0,3,3,0
E01032743,Burglary,3,-1,3,1,2
E01032743,Drug Offences,-1,2,0,4,1
E01032743,Miscellaneous Crimes Against Society,-1,-1,0,1,1
E01032743,Possession of Weapons,1,0,0,-1,0
E01032743,Public Order Offences,1,-1,0,0,0
E01032743,Robbery,0,0,0,-1,0
E01032743,Theft,1,1,0,0,-1
E01032743,Vehicle Offences,0,0,-2,-2,0
E01032743,Violence Against the Person,2,8,2,0,2
E01032744,Arson and Criminal Damage,0,1,-1,-1,2
E01032744,Burglary,0,1,0,0,3
E01032744,Drug Offences,-2,3,-3,6,5
E01032744,Miscellaneous Crimes Against Society,1,0,1,1,0
E01032744,Possession of Weapons,-1,-2,0,-1,0
E01032744,Public Order Offences,-1,-1,-2,0,2
E01032744,Robbery,0,1,-1,-2,1
E01032744,Theft,-3,2,1,4,0
E01032744,Vehicle Offences,0,-1,1,4,2
E01032744,Violence Against the Person,3,-3,1,7,-8
E01032764,Arson and Criminal Damage,-5,-2,2,-3,-2
E01032764,Burglary,-3,3,-2,0,3
E01032764,Drug Offences,0,-1,-3,0,3
E01032764,Miscellaneous Crimes Against Society,0,0,0,-1,-2
E01032764,Possession of Weapons,0,0,-1,0,1
E01032764,Public Order Offences,1,-2,0,0,1
E01032764,Robbery,1,1,1,-1,-1
E01032764,Theft,-3,5,-7,-9,-7
E01032764,Vehicle Offences,0,-1,2,1,-2
E01032764,Violence Against the Person,1,-1,0,0,-3
E01032765,Arson and Criminal Damage,0,1,1,-2,-1
E01032765,Burglary,4,-1,-1,1,-2
E01032765,Drug Offences,2,-2,1,0,1
E01032765,Miscellaneous Crimes Against Society,0,0,0,-2,0
E01032765,Public Order Offences,0,-1,0,-1,0
E01032765,Robbery,0,0,0,0,0
E01032765,Theft,4,1,0,0,0
E01032765,Vehicle Offences,1,-1,1,0,-2
E01032765,Violence Against the Person,0,7,-4,-3,2
E01032766,Arson and Criminal Damage,2,1,1,3,2
E01032766,Burglary,0,1,-2,2,1
E01032766,Drug Offences,1,2,-3,-2,2
E01032766,Miscellaneous Crimes Against Society,0,0,0,0,1
E01032766,Possession of Weapons,0,0,0,0,1
E01032766,Public Order Offences,0,-1,1,-1,1
E01032766,Robbery,0,0,0,0,0
E01032766,Theft,-2,5,-3,-2,2
E01032766,Vehicle Offences,1,1,1,0,-1
E01032766,Violence Against the Person,3,-1,2,-3,-6
E01032767,Arson and Criminal Damage,0,-3,2,1,-1
E01032767,Burglary,-3,0,2,-3,2
E01032767,Drug Offences,0,0,0,2,0
E01032767,Miscellaneous Crimes Against Society,0,0,0,0,3
E01032767,Possession of Weapons,0,0,0,0,-1
E01032767,Public Order Offences,0,-2,-3,1,0
E01032767,Robbery,0,1,0,-1,-2
E01032767,Theft,-12,5,-6,-9,-10
E01032767,Vehicle Offences,-1,-3,-2,0,-4
E01032767,Violence Against the Person,-7,3,1,-1,8
E01032768,Arson and Criminal Damage,1,0,0,-1,0
E01032768,Burglary,4,-1,3,1,1
E01032768,Drug Offences,0,1,0,0,0
E01032768,Possession of Weapons,0,0,0,-1,0
E01032768,Public Order Offences,0,0,0,0,0
E01032768,Robbery,0,-1,0,1,-3
E01032768,Theft,0,2,1,-2,1
E01032768,Vehicle Offences,0,-4,0,-1,2
E01032768,Violence Against the Person,1,6,-1,0,-1
E01032769,Arson and Criminal Damage,1,-1,0,-1,2
E01032769,Burglary,2,-2,-2,1,-2
E01032769,Drug Offences,0,-8,-1,5,1
E01032769,Miscellaneous Crimes Against Society,0,0,-2,0,0
E01032769,Possession of Weapons,0,0,0,0,-2
E01032769,Public Order Offences,0,1,0,-2,0
E01032769,Robbery,-1,-3,1,-1,-9
E01032769,Theft,-4,1,-3,-5,2
E01032769,Vehicle Offences,0,-2,0,0,-2
E01032769,Violence Against the Person,-1,8,0,1,-2
E01032770,Arson and Criminal Damage,-1,0,0,2,0
E01032770,Burglary,-2,-1,0,-1,-3
E01032770,Drug Offences,0,0,0,0,0
E01032770,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032770,Public Order Offences,0,1,-1,1,3
E01032770,Robbery,0,0,0,0,0
E01032770,Theft,-2,4,0,0,1
E01032770,Vehicle Offences,0,-1,-1,0,-1
E01032770,Violence Against the Person,-4,-5,1,3,2
E01032771,Arson and Criminal Damage,0,-1,1,-2,-1
E01032771,Burglary,0,-1,0,-2,0
E01032771,Drug Offences,-1,-2,0,0,1
E01032771,Miscellaneous Crimes Against Society,0,2,2,0,0
E01032771,Possession of Weapons,0,-1,0,0,0
E01032771,Public Order Offences,-3,-2,-3,-4,5
E01032771,Robbery,0,0,-2,-2,1
E01032771,Theft,-14,-12,-10,-26,-29
E01032771,Vehicle Offences,1,-1,-3,-3,0
E01032771,Violence Against the Person,-2,-8,2,-5,-2
E01032772,Arson and Criminal Damage,1,0,-1,-2,-1
E01032772,Burglary,1,2,0,-1,-1
E01032772,Drug Offences,1,-1,1,0,1
E01032772,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032772,Possession of Weapons,0,0,0,1,1
E01032772,Public Order Offences,0,-1,0,0,0
E01032772,Robbery,0,0,0,0,-1
E01032772,Theft,1,-1,1,1,-1
E01032772,Vehicle Offences,-2,-2,-1,0,0
E01032772,Violence Against the Person,3,-1,0,3,2
E01032773,Arson and Criminal Damage,-1,-1,0,-1,0
E01032773,Burglary,0,0,5,-2,2
E01032773,Drug Offences,0,0,0,0,1
E01032773,Miscellaneous Crimes Against Society,0,0,0,-1,0
E01032773,Possession of Weapons,0,0,0,0,0
E01032773,Public Order Offences,0,0,-2,-1,-1
E01032773,Robbery,-1,0,0,0,0
E01032773,Theft,0,0,-1,0,0
E01032773,Vehicle Offences,2,-1,0,0,0
E01032773,Violence Against the Person,5,0,0,4,-4
E01032774,Arson and Criminal Damage,0,1,-2,2,-2
E01032774,Burglary,1,0,0,0,-6
E01032774,Drug Offences,1,-1,-2,0,-1
E01032774,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01032774,Possession of Weapons,0,0,0,1,1
E01032774,Public Order Offences,0,-1,0,0,0
E01032774,Robbery,0,-2,0,-1,0
E01032774,Theft,-2,-1,0,-2,3
E01032774,Vehicle Offences,-1,1,0,0,0
E01032774,Violence Against the Person,0,-2,-3,0,-2
E01032775,Arson and Criminal Damage,-1,0,0,0,0
E01032775,Burglary,0,0,0,0,0
E01032775,Drug Offences,0,0,0,0,0
E01032775,Miscellaneous Crimes Against Society,0,0,0,0,-3
E01032775,Public Order Offences,0,-1,1,0,0
E01032775,Robbery,0,0,0,0,0
E01032775,Theft,0,0,1,0,-1
E01032775,Vehicle Offences,0,0,0,0,0
E01032775,Violence Against the Person,0,0,-2,-2,1
E01032776,Arson and Criminal Damage,-1,-1,-2,2,1
E01032776,Burglary,2,0,0,2,-1
E01032776,Drug Offences,1,0,1,-2,-2
E01032776,Miscellaneous Crimes Against Society,1,0,0,0,1
E01032776,Possession of Weapons,1,0,0,0,0
E01032776,Public Order Offences,-1,0,-3,-1,-2
E01032776,Robbery,0,-1,0,0,0
E01032776,Theft,-3,-1,0,-2,0
E01032776,Vehicle Offences,-1,0,0,0,-6
E01032776,Violence Against the Person,-2,-2,1,-1,-1
E01032777,Arson and Criminal Damage,1,-1,-1,-1,-4
E01032777,Burglary,0,1,0,-2,0
E01032777,Drug Offences,0,-1,-3,0,0
E01032777,Possession of Weapons,-2,0,0,0,-1
E01032777,Public Order Offences,0,0,1,1,0
E01032777,Robbery,2,0,0,1,-3
E01032777,Theft,-2,7,-2,2,1
E01032777,Vehicle Offences,-2,0,0,-2,1
E01032777,Violence Against the Person,-1,-3,1,-2,0
E01032778,Arson and Criminal Damage,1,3,0,0,1
E01032778,Burglary,0,-2,1,-1,0
E01032778,Drug Offences,1,1,1,1,-1
E01032778,Miscellaneous Crimes Against Society,2,0,0,0,0
E01032778,Possession of Weapons,0,0,-1,0,0
E01032778,Public Order Offences,0,2,-1,0,3
E01032778,Robbery,0,-3,1,0,1
E01032778,Theft,-3,2,0,2,-1
E01032778,Vehicle Offences,-2,-3,4,-4,-4
E01032778,Violence Against the Person,0,12,-2,-6,6
E01032779,Arson and Criminal Damage,-1,0,0,0,0
E01032779,Burglary,0,2,-1,0,0
E01032779,Drug Offences,2,0,-1,-2,0
E01032779,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032779,Public Order Offences,0,0,0,2,2
E01032779,Robbery,1,0,0,-2,1
E01032779,Theft,1,-1,1,-1,0
E01032779,Vehicle Offences,-1,1,0,2,-1
E01032779,Violence Against the Person,0,0,-2,-2,-2
E01032780,Arson and Criminal Damage,1,0,-1,2,-1
E01032780,Burglary,1,-1,0,2,0
E01032780,Drug Offences,1,-1,0,0,0
E01032780,Miscellaneous Crimes Against Society,0,1,0,0,0
E01032780,Possession of Weapons,0,0,0,0,-1
E01032780,Public Order Offences,0,-1,-2,0,2
E01032780,Robbery,0,0,-2,0,-1
E01032780,Theft,2,-4,-2,1,-5
E01032780,Vehicle Offences,-1,1,-1,-3,0
E01032780,Violence Against the Person,1,3,5,0,1
E01032781,Arson and Criminal Damage,0,0,0,0,0
E01032781,Burglary,2,-1,0,0,-1
E01032781,Drug Offences,0,-1,0,0,-1
E01032781,Miscellaneous Crimes Against Society,0,0,0,-1,-1
E01032781,Possession of Weapons,0,-1,0,1,0
E01032781,Public Order Offences,0,-1,0,0,0
E01032781,Robbery,-1,1,0,0,0
E01032781,Theft,2,0,-1,1,0
E01032781,Vehicle Offences,-2,-2,-1,0,-1
E01032781,Violence Against the Person,2,0,1,-3,2
E01032782,Arson and Criminal Damage,-1,2,1,1,-1
E01032782,Burglary,-2,0,1,0,0
E01032782,Drug Offences,1,-1,0,1,0
E01032782,Miscellaneous Crimes Against Society,1,1,0,0,0
E01032782,Public Order Offences,-1,2,-2,0,-2
E01032782,Robbery,-1,-1,0,-1,-1
E01032782,Theft,-1,-3,1,2,-1
E01032782,Vehicle Offences,0,-1,-1,-1,3
E01032782,Violence Against the Person,-1,8,-3,-7,-1
E01032783,Arson and Criminal Damage,0,-2,1,2,0
E01032783,Burglary,1,0,2,0,-1
E01032783,Drug Offences,-2,1,0,-3,0
E01032783,Miscellaneous Crimes Against Society,-1,0,0,0,0
E01032783,Possession of Weapons,0,0,0,0,0
E01032783,Public Order Offences,-1,-1,0,0,1
E01032783,Robbery,0,0,0,-1,-1
E01032783,Theft,-2,1,0,0,0
E01032783,Vehicle Offences,0,-1,-3,0,0
E01032783,Violence Against the Person,0,-4,3,0,2
E01032784,Arson and Criminal Damage,2,1,-1,0,0
E01032784,Burglary,3,2,0,-1,-4
E01032784,Drug Offences,0,1,0,2,1
E01032784,Miscellaneous Crimes Against Society,0,0,0,0,0
E01032784,Possession of Weapons,0,0,-2,0,0
E01032784,Public Order Offences,0,0,1,3,0
E01032784,Robbery,0,0,-1,0,-1
E01032784,Theft,-1,3,-3,1,2
E01032784,Vehicle Offences,-1,0,0,-1,0
E01032784,Violence Against the Person,0,3,-1,-1,-1
E01032785,Arson and Criminal Damage,1,-1,0,1,0
E01032785,Burglary,2,0,0,-5,8
E01032785,Drug Offences,-1,0,0,0,0
E01032785,Miscellaneous Crimes Against Society,0,0,0,1,1
E01032785,Possession of Weapons,0,-1,0,0,0
